@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
1.814006,0.203127,0.052338,0.202413,0.064763,0.083293,0.116249,0.066592,0.041113,0.084146,0.084851,0.113527,0.138089,0.044601,0.135565,0.073488,0.050873,0.121683,0.2428,0.027158,0.031974,0.034397,0.116809,0.082283,0.009335,0.045158,0.050372,0.017382,0.03259,0.01954,0.050997,0.027404,0.036679,0.027404,0.050997,0.01954,0.03259,0.017382,0.050372,0.045158,0.009335,0.082283,0.116809,0.034397,0.031974,0.027158,0.2428,0.121683,0.050873,0.073488,0.135565,0.044601,0.138089,0.113527,0.084851,0.084146,0.041113,0.066592,0.116249,0.083293,0.064763,0.202413,0.052338,0.203127,0.058222,standing
1.511696,0.38072,0.183389,0.028939,0.038464,0.098377,0.139741,0.018972,0.043754,0.043194,0.049102,0.12512,0.019568,0.04448,0.042012,0.071573,0.08536,0.081976,0.121211,0.062004,0.221749,0.150008,0.080451,0.042014,0.061458,0.043997,0.025146,0.054213,0.01973,0.039039,0.023616,0.049489,0.023919,0.049489,0.023616,0.039039,0.01973,0.054213,0.025146,0.043997,0.061458,0.042014,0.080451,0.150008,0.221749,0.062004,0.121211,0.081976,0.08536,0.071573,0.042012,0.04448,0.019568,0.12512,0.049102,0.043194,0.043754,0.018972,0.139741,0.098377,0.038464,0.028939,0.183389,0.38072,0.059627,standing
1.492661,0.278402,0.182465,0.12304,0.0556,0.071855,0.03493,0.038852,0.044838,0.02308,0.056214,0.03397,0.095665,0.042182,0.113857,0.150257,0.126774,0.151016,0.267528,0.073641,0.058771,0.094934,0.005019,0.075522,0.046522,0.051031,0.01527,0.018417,0.022835,0.044696,0.034881,0.018366,0.007741,0.018366,0.034881,0.044696,0.022835,0.018417,0.01527,0.051031,0.046522,0.075522,0.005019,0.094934,0.058771,0.073641,0.267528,0.151016,0.126774,0.150257,0.113857,0.042182,0.095665,0.03397,0.056214,0.02308,0.044838,0.038852,0.03493,0.071855,0.0556,0.12304,0.182465,0.278402,0.059881,standing
1.272337,0.220995,0.074094,0.036181,0.084989,0.082578,0.055168,0.111794,0.023814,0.048997,0.028471,0.014984,0.028706,0.062481,0.088297,0.082543,0.084589,0.068793,0.11522,0.083055,0.075171,0.089048,0.051827,0.029957,0.012658,0.031398,0.009569,0.025314,0.012477,0.033418,0.011503,0.008939,0.012782,0.008939,0.011503,0.033418,0.012477,0.025314,0.009569,0.031398,0.012658,0.029957,0.051827,0.089048,0.075171,0.083055,0.11522,0.068793,0.084589,0.082543,0.088297,0.062481,0.028706,0.014984,0.028471,0.048997,0.023814,0.111794,0.055168,0.082578,0.084989,0.036181,0.074094,0.220995,0.042006,standing
1.670869,0.128479,0.151523,0.062249,0.058822,0.042857,0.091889,0.052481,0.044647,0.038459,0.040894,0.046785,0.030126,0.136732,0.100993,0.071518,0.181781,0.270842,0.123529,0.024214,0.091839,0.054056,0.059318,0.020286,0.025089,0.041754,0.028266,0.023767,0.015554,0.037053,0.038223,0.056472,0.00689,0.056472,0.038223,0.037053,0.015554,0.023767,0.028266,0.041754,0.025089,0.020286,0.059318,0.054056,0.091839,0.024214,0.123529,0.270842,0.181781,0.071518,0.100993,0.136732,0.030126,0.046785,0.040894,0.038459,0.044647,0.052481,0.091889,0.042857,0.058822,0.062249,0.151523,0.128479,0.047074,standing
1.41542,0.456539,0.235457,0.0645,0.116201,0.07396,0.047796,0.081735,0.043879,0.038736,0.034304,0.011587,0.049139,0.097406,0.137345,0.077543,0.059948,0.075234,0.068067,0.035403,0.096234,0.005502,0.049102,0.03838,0.048331,0.025621,0.013111,0.014962,0.040398,0.045796,0.012895,0.040546,0.005429,0.040546,0.012895,0.045796,0.040398,0.014962,0.013111,0.025621,0.048331,0.03838,0.049102,0.005502,0.096234,0.035403,0.068067,0.075234,0.059948,0.077543,0.137345,0.097406,0.049139,0.011587,0.034304,0.038736,0.043879,0.081735,0.047796,0.07396,0.116201,0.0645,0.235457,0.456539,0.053473,standing
1.575755,0.154345,0.221401,0.155019,0.170676,0.102463,0.028564,0.10707,0.02743,0.040203,0.019485,0.125447,0.021918,0.132791,0.013739,0.105878,0.217755,0.186063,0.106309,0.117032,0.007678,0.011798,0.025536,0.034756,0.018013,0.05337,0.053162,0.044275,0.032246,0.024107,0.046585,0.0383,0.036492,0.0383,0.046585,0.024107,0.032246,0.044275,0.053162,0.05337,0.018013,0.034756,0.025536,0.011798,0.007678,0.117032,0.106309,0.186063,0.217755,0.105878,0.013739,0.132791,0.021918,0.125447,0.019485,0.040203,0.02743,0.10707,0.028564,0.102463,0.170676,0.155019,0.221401,0.154345,0.055865,standing
2.483014,0.660441,0.136144,0.02176,0.121282,0.099376,0.040708,0.033832,0.099944,0.012834,0.067198,0.062509,0.052634,0.036855,0.164516,0.25583,0.072324,0.401969,0.209041,0.135144,0.116456,0.084714,0.009843,0.057229,0.080901,0.032614,0.039355,0.060217,0.041534,0.023613,0.038307,0.057172,0.051247,0.057172,0.038307,0.023613,0.041534,0.060217,0.039355,0.032614,0.080901,0.057229,0.009843,0.084714,0.116456,0.135144,0.209041,0.401969,0.072324,0.25583,0.164516,0.036855,0.052634,0.062509,0.067198,0.012834,0.099944,0.033832,0.040708,0.099376,0.121282,0.02176,0.136144,0.660441,0.088519,standing
2.068635,0.41575,0.283479,0.185364,0.125303,0.146186,0.094334,0.057748,0.060399,0.1125,0.093071,0.067152,0.057626,0.143663,0.095436,0.062054,0.184907,0.242781,0.379465,0.19516,0.195683,0.075532,0.036961,0.072095,0.039577,0.044867,0.064456,0.018114,0.046284,0.036307,0.013331,0.016338,0.008049,0.016338,0.013331,0.036307,0.046284,0.018114,0.064456,0.044867,0.039577,0.072095,0.036961,0.075532,0.195683,0.19516,0.379465,0.242781,0.184907,0.062054,0.095436,0.143663,0.057626,0.067152,0.093071,0.1125,0.060399,0.057748,0.094334,0.146186,0.125303,0.185364,0.283479,0.41575,0.097401,standing
1.151743,0.163224,0.017975,0.046937,0.06757,0.081952,0.045865,0.049504,0.032333,0.032977,0.034171,0.032839,0.038259,0.002112,0.027219,0.053496,0.054172,0.067998,0.064443,0.017785,0.126149,0.110925,0.065639,0.005849,0.069624,0.03925,0.02745,0.031605,0.033909,0.026524,0.031811,0.003223,0.049762,0.003223,0.031811,0.026524,0.033909,0.031605,0.02745,0.03925,0.069624,0.005849,0.065639,0.110925,0.126149,0.017785,0.064443,0.067998,0.054172,0.053496,0.027219,0.002112,0.038259,0.032839,0.034171,0.032977,0.032333,0.049504,0.045865,0.081952,0.06757,0.046937,0.017975,0.163224,0.040742,standing
0.682317,0.037688,0.051649,0.029432,0.034069,0.02229,0.033368,0.031874,0.022937,0.028179,0.05073,0.073425,0.030108,0.060895,0.02189,0.013054,0.040877,0.04989,0.03944,0.025803,0.044531,0.037394,0.050559,0.03156,0.036949,0.022959,0.011902,0.007848,0.02175,0.008033,0.017725,0.021583,0.010753,0.021583,0.017725,0.008033,0.02175,0.007848,0.011902,0.022959,0.036949,0.03156,0.050559,0.037394,0.044531,0.025803,0.03944,0.04989,0.040877,0.013054,0.02189,0.060895,0.030108,0.073425,0.05073,0.028179,0.022937,0.031874,0.033368,0.02229,0.034069,0.029432,0.051649,0.037688,0.021021,standing
1.046076,0.290532,0.106569,0.088215,0.107143,0.051507,0.015323,0.084175,0.071867,0.027239,0.016654,0.034839,0.06033,0.091885,0.097495,0.069573,0.066088,0.1217,0.126151,0.055724,0.027088,0.058271,0.055958,0.02484,0.032176,0.008046,0.038892,0.037669,0.014326,0.017134,0.013632,0.02386,0.055792,0.02386,0.013632,0.017134,0.014326,0.037669,0.038892,0.008046,0.032176,0.02484,0.055958,0.058271,0.027088,0.055724,0.126151,0.1217,0.066088,0.069573,0.097495,0.091885,0.06033,0.034839,0.016654,0.027239,0.071867,0.084175,0.015323,0.051507,0.107143,0.088215,0.106569,0.290532,0.046864,standing
0.628558,0.0469,0.048883,0.032151,0.032137,0.041199,0.018342,0.027283,0.02292,0.020131,0.016473,0.042714,0.029303,0.021571,0.033162,0.032998,0.024166,0.037676,0.025749,0.022869,0.030283,0.008204,0.008453,0.013245,0.019747,0.03173,0.009558,0.017533,0.002594,0.009042,0.025296,0.011285,0.008095,0.011285,0.025296,0.009042,0.002594,0.017533,0.009558,0.03173,0.019747,0.013245,0.008453,0.008204,0.030283,0.022869,0.025749,0.037676,0.024166,0.032998,0.033162,0.021571,0.029303,0.042714,0.016473,0.020131,0.02292,0.027283,0.018342,0.041199,0.032137,0.032151,0.048883,0.0469,0.018748,standing
1.324756,0.147527,0.065309,0.130821,0.118451,0.136326,0.023639,0.047791,0.089985,0.030111,0.04955,0.025321,0.04352,0.133952,0.027907,0.120078,0.084548,0.08254,0.108198,0.089937,0.041195,0.043541,0.033206,0.007576,0.052435,0.016939,0.026289,0.007327,0.017302,0.028657,0.010944,0.006786,0.031062,0.006786,0.010944,0.028657,0.017302,0.007327,0.026289,0.016939,0.052435,0.007576,0.033206,0.043541,0.041195,0.089937,0.108198,0.08254,0.084548,0.120078,0.027907,0.133952,0.04352,0.025321,0.04955,0.030111,0.089985,0.047791,0.023639,0.136326,0.118451,0.130821,0.065309,0.147527,0.044047,standing
0.967214,0.09791,0.029629,0.086226,0.026636,0.024275,0.077504,0.016904,0.024098,0.037438,0.062357,0.045015,0.068335,0.039276,0.082084,0.064935,0.031383,0.046084,0.070115,0.094718,0.077187,0.006015,0.040483,0.015243,0.011647,0.024059,0.022397,0.017183,0.013479,0.022569,0.017165,0.018533,0.007827,0.018533,0.017165,0.022569,0.013479,0.017183,0.022397,0.024059,0.011647,0.015243,0.040483,0.006015,0.077187,0.094718,0.070115,0.046084,0.031383,0.064935,0.082084,0.039276,0.068335,0.045015,0.062357,0.037438,0.024098,0.016904,0.077504,0.024275,0.026636,0.086226,0.029629,0.09791,0.02914,standing
0.61015,0.045877,0.014437,0.035329,0.025392,0.043796,0.095626,0.049259,0.038059,0.045685,0.024631,0.052962,0.005757,0.049187,0.055394,0.055506,0.024569,0.027336,0.021436,0.041964,0.030229,0.002783,0.018593,0.006576,0.008631,0.008315,0.025501,0.011603,0.007863,0.016118,0.010374,0.002017,0.020776,0.002017,0.010374,0.016118,0.007863,0.011603,0.025501,0.008315,0.008631,0.006576,0.018593,0.002783,0.030229,0.041964,0.021436,0.027336,0.024569,0.055506,0.055394,0.049187,0.005757,0.052962,0.024631,0.045685,0.038059,0.049259,0.095626,0.043796,0.025392,0.035329,0.014437,0.045877,0.019781,standing
0.646126,0.036388,0.022921,0.010257,0.073991,0.01192,0.040294,0.070925,0.016887,0.028451,0.051208,0.014339,0.020475,0.039444,0.037941,0.052744,0.022138,0.013941,0.03549,0.03644,0.022672,0.01914,0.006283,0.013657,0.00787,0.021947,0.007017,0.016987,0.021735,0.01406,0.011639,0.010677,0.008186,0.010677,0.011639,0.01406,0.021735,0.016987,0.007017,0.021947,0.00787,0.013657,0.006283,0.01914,0.022672,0.03644,0.03549,0.013941,0.022138,0.052744,0.037941,0.039444,0.020475,0.014339,0.051208,0.028451,0.016887,0.070925,0.040294,0.01192,0.073991,0.010257,0.022921,0.036388,0.020027,standing
1.010471,0.288435,0.122926,0.137568,0.091509,0.045513,0.054595,0.046495,0.058465,0.031431,0.047067,0.054032,0.052227,0.081072,0.10401,0.11711,0.104101,0.083898,0.08431,0.060053,0.062882,0.0133,0.018613,0.016079,0.004203,0.012854,0.018415,0.025697,0.012078,0.031252,0.030047,0.035364,0.010386,0.035364,0.030047,0.031252,0.012078,0.025697,0.018415,0.012854,0.004203,0.016079,0.018613,0.0133,0.062882,0.060053,0.08431,0.083898,0.104101,0.11711,0.10401,0.081072,0.052227,0.054032,0.047067,0.031431,0.058465,0.046495,0.054595,0.045513,0.091509,0.137568,0.122926,0.288435,0.050435,standing
0.98321,0.125747,0.124421,0.018996,0.024213,0.041908,0.015408,0.027612,0.011269,0.025862,0.044348,0.010791,0.003013,0.027485,0.036791,0.067212,0.097097,0.179075,0.012196,0.029001,0.054914,0.041258,0.04264,0.044636,0.036724,0.007715,0.014701,0.010115,0.019447,0.003493,0.010486,0.032239,0.026097,0.032239,0.010486,0.003493,0.019447,0.010115,0.014701,0.007715,0.036724,0.044636,0.04264,0.041258,0.054914,0.029001,0.012196,0.179075,0.097097,0.067212,0.036791,0.027485,0.003013,0.010791,0.044348,0.025862,0.011269,0.027612,0.015408,0.041908,0.024213,0.018996,0.124421,0.125747,0.034654,standing
0.741711,0.106713,0.048529,0.027527,0.01751,0.053458,0.042907,0.049287,0.076369,0.005277,0.036865,0.019789,0.0322,0.051091,0.050111,0.053647,0.038858,0.041748,0.057032,0.021742,0.041928,0.044831,0.007264,0.014559,0.059673,0.015561,0.009179,0.027202,0.008666,0.018958,0.013078,0.018989,0.010758,0.018989,0.013078,0.018958,0.008666,0.027202,0.009179,0.015561,0.059673,0.014559,0.007264,0.044831,0.041928,0.021742,0.057032,0.041748,0.038858,0.053647,0.050111,0.051091,0.0322,0.019789,0.036865,0.005277,0.076369,0.049287,0.042907,0.053458,0.01751,0.027527,0.048529,0.106713,0.02595,standing
0.604645,0.044376,0.021988,0.018934,0.026678,0.013858,0.056831,0.030445,0.039685,0.031923,0.037996,0.043253,0.017268,0.013979,0.033725,0.021895,0.017005,0.030796,0.00915,0.01123,0.008851,0.018625,0.015008,0.006573,0.00652,0.007073,0.009045,0.016207,0.02092,0.006912,0.015271,0.013692,0.005887,0.013692,0.015271,0.006912,0.02092,0.016207,0.009045,0.007073,0.00652,0.006573,0.015008,0.018625,0.008851,0.01123,0.00915,0.030796,0.017005,0.021895,0.033725,0.013979,0.017268,0.043253,0.037996,0.031923,0.039685,0.030445,0.056831,0.013858,0.026678,0.018934,0.021988,0.044376,0.019791,standing
0.577577,0.016292,0.037659,0.051958,0.021973,0.027208,0.033101,0.042076,0.063914,0.023128,0.050658,0.048373,0.004883,0.006945,0.01606,0.034907,0.028654,0.042199,0.046518,0.019481,0.034131,0.020313,0.029315,0.009111,0.033873,0.01518,0.024019,0.012557,0.006093,0.020964,0.015182,0.004555,0.004623,0.004555,0.015182,0.020964,0.006093,0.012557,0.024019,0.01518,0.033873,0.009111,0.029315,0.020313,0.034131,0.019481,0.046518,0.042199,0.028654,0.034907,0.01606,0.006945,0.004883,0.048373,0.050658,0.023128,0.063914,0.042076,0.033101,0.027208,0.021973,0.051958,0.037659,0.016292,0.018719,standing
0.567585,0.043276,0.015122,0.004798,0.039249,0.040654,0.057781,0.028736,0.033014,0.010568,0.025514,0.008952,0.059519,0.020491,0.02812,0.006836,0.021252,0.021452,0.039179,0.053855,0.022837,0.032073,0.017639,0.014665,0.014753,0.01919,0.010972,0.022462,0.002014,0.017894,0.006079,0.03,0.024808,0.03,0.006079,0.017894,0.002014,0.022462,0.010972,0.01919,0.014753,0.014665,0.017639,0.032073,0.022837,0.053855,0.039179,0.021452,0.021252,0.006836,0.02812,0.020491,0.059519,0.008952,0.025514,0.010568,0.033014,0.028736,0.057781,0.040654,0.039249,0.004798,0.015122,0.043276,0.017565,standing
0.928454,0.298174,0.133279,0.099099,0.103872,0.02047,0.041965,0.02904,0.055051,0.037998,0.096792,0.034675,0.025106,0.06229,0.082181,0.07453,0.099049,0.080314,0.090066,0.038489,0.036175,0.037252,0.043063,0.003239,0.009162,0.020653,0.023332,0.003523,0.012667,0.031462,0.013348,0.031052,0.014551,0.031052,0.013348,0.031462,0.012667,0.003523,0.023332,0.020653,0.009162,0.003239,0.043063,0.037252,0.036175,0.038489,0.090066,0.080314,0.099049,0.07453,0.082181,0.06229,0.025106,0.034675,0.096792,0.037998,0.055051,0.02904,0.041965,0.02047,0.103872,0.099099,0.133279,0.298174,0.052456,standing
1.022881,0.167183,0.082549,0.056585,0.01818,0.010271,0.020038,0.084129,0.045715,0.037345,0.087531,0.019418,0.012127,0.053923,0.006323,0.040584,0.046706,0.160627,0.147994,0.091723,0.102968,0.022205,0.049062,0.013699,0.037451,0.013213,0.029821,0.030604,0.016306,0.010676,0.020532,0.008784,0.000808,0.008784,0.020532,0.010676,0.016306,0.030604,0.029821,0.013213,0.037451,0.013699,0.049062,0.022205,0.102968,0.091723,0.147994,0.160627,0.046706,0.040584,0.006323,0.053923,0.012127,0.019418,0.087531,0.037345,0.045715,0.084129,0.020038,0.010271,0.01818,0.056585,0.082549,0.167183,0.037189,standing
0.60151,0.07167,0.059143,0.041677,0.03189,0.098771,0.05846,0.045876,0.014097,0.024256,0.016797,0.052297,0.060153,0.067035,0.024456,0.018535,0.029918,0.034269,0.017744,0.01684,0.005073,0.003211,0.025318,0.006191,0.008934,0.033197,0.003535,0.008985,0.008796,0.010743,0.006851,0.020566,0.013136,0.020566,0.006851,0.010743,0.008796,0.008985,0.003535,0.033197,0.008934,0.006191,0.025318,0.003211,0.005073,0.01684,0.017744,0.034269,0.029918,0.018535,0.024456,0.067035,0.060153,0.052297,0.016797,0.024256,0.014097,0.045876,0.05846,0.098771,0.03189,0.041677,0.059143,0.07167,0.026315,standing
0.728281,0.025977,0.032067,0.074514,0.02986,0.021813,0.041933,0.031575,0.017186,0.024956,0.051884,0.075341,0.072624,0.069944,0.068809,0.049747,0.02574,0.033561,0.024646,0.028988,0.02465,0.033049,0.014281,0.006681,0.016165,0.013192,0.011949,0.012631,0.021298,0.008264,0.004171,0.019015,0.004483,0.019015,0.004171,0.008264,0.021298,0.012631,0.011949,0.013192,0.016165,0.006681,0.014281,0.033049,0.02465,0.028988,0.024646,0.033561,0.02574,0.049747,0.068809,0.069944,0.072624,0.075341,0.051884,0.024956,0.017186,0.031575,0.041933,0.021813,0.02986,0.074514,0.032067,0.025977,0.021583,standing
0.693866,0.069427,0.04467,0.063088,0.011848,0.021921,0.043339,0.052051,0.033065,0.060226,0.060011,0.011115,0.036534,0.049123,0.041294,0.046425,0.066551,0.055871,0.055901,0.074618,0.043287,0.017035,0.028146,0.018354,0.013415,0.01837,0.001732,0.008277,0.012419,0.016681,0.018951,0.003812,0.01276,0.003812,0.018951,0.016681,0.012419,0.008277,0.001732,0.01837,0.013415,0.018354,0.028146,0.017035,0.043287,0.074618,0.055901,0.055871,0.066551,0.046425,0.041294,0.049123,0.036534,0.011115,0.060011,0.060226,0.033065,0.052051,0.043339,0.021921,0.011848,0.063088,0.04467,0.069427,0.026376,standing
1.936974,0.186277,0.153707,0.150287,0.064598,0.095783,0.109852,0.127269,0.018858,0.050967,0.054248,0.038136,0.077183,0.081337,0.056898,0.20332,0.145436,0.143145,0.202571,0.173553,0.072442,0.03918,0.02113,0.026775,0.078091,0.044632,0.024136,0.018369,0.016692,0.013922,0.02367,0.041876,0.042543,0.041876,0.02367,0.013922,0.016692,0.018369,0.024136,0.044632,0.078091,0.026775,0.02113,0.03918,0.072442,0.173553,0.202571,0.143145,0.145436,0.20332,0.056898,0.081337,0.077183,0.038136,0.054248,0.050967,0.018858,0.127269,0.109852,0.095783,0.064598,0.150287,0.153707,0.186277,0.067012,standing
0.87783,0.065704,0.101227,0.021882,0.055136,0.041124,0.045303,0.109464,0.050965,0.046479,0.069632,0.080568,0.027969,0.068812,0.043463,0.027661,0.091988,0.041489,0.073252,0.004912,0.098684,0.012702,0.011825,0.043396,0.017333,0.019785,0.030003,0.012383,0.009501,0.013519,0.017575,0.009395,0.014993,0.009395,0.017575,0.013519,0.009501,0.012383,0.030003,0.019785,0.017333,0.043396,0.011825,0.012702,0.098684,0.004912,0.073252,0.041489,0.091988,0.027661,0.043463,0.068812,0.027969,0.080568,0.069632,0.046479,0.050965,0.109464,0.045303,0.041124,0.055136,0.021882,0.101227,0.065704,0.033133,standing
1.505165,0.509431,0.313353,0.187873,0.244454,0.064855,0.180957,0.23186,0.120536,0.120896,0.176863,0.078427,0.139183,0.140018,0.121907,0.02425,0.064755,0.079806,0.212817,0.185525,0.101622,0.067198,0.041849,0.100232,0.078033,0.053139,0.056578,0.060544,0.035382,0.044051,0.062282,0.055028,0.082663,0.055028,0.062282,0.044051,0.035382,0.060544,0.056578,0.053139,0.078033,0.100232,0.041849,0.067198,0.101622,0.185525,0.212817,0.079806,0.064755,0.02425,0.121907,0.140018,0.139183,0.078427,0.176863,0.120896,0.120536,0.23186,0.180957,0.064855,0.244454,0.187873,0.313353,0.509431,0.124359,standing
2.011616,0.115669,0.144179,0.031656,0.107498,0.082766,0.163017,0.102272,0.080475,0.017704,0.078383,0.150775,0.053486,0.244523,0.351679,0.117944,0.092053,0.11627,0.18429,0.145861,0.14306,0.10081,0.091741,0.098764,0.085332,0.096817,0.092916,0.153082,0.038431,0.079539,0.100601,0.069682,0.12194,0.069682,0.100601,0.079539,0.038431,0.153082,0.092916,0.096817,0.085332,0.098764,0.091741,0.10081,0.14306,0.145861,0.18429,0.11627,0.092053,0.117944,0.351679,0.244523,0.053486,0.150775,0.078383,0.017704,0.080475,0.102272,0.163017,0.082766,0.107498,0.031656,0.144179,0.115669,0.075182,standing
136.53667,86.395281,46.906418,26.010097,4.067857,6.725155,5.789509,9.057656,16.041666,18.227936,14.485059,9.956915,9.565199,9.711486,7.13353,7.163068,7.125403,5.097808,2.32648,1.49672,2.525179,4.595763,4.633886,2.489193,1.850426,1.563496,2.56045,2.720684,1.877276,2.739037,2.475526,0.645472,0.535532,0.645472,2.475526,2.739037,1.877276,2.720684,2.56045,1.563496,1.850426,2.489193,4.633886,4.595763,2.525179,1.49672,2.32648,5.097808,7.125403,7.163068,7.13353,9.711486,9.565199,9.956915,14.485059,18.227936,16.041666,9.057656,5.789509,6.725155,4.067857,26.010097,46.906418,86.395281,9.074425,walking
347.467427,15.495454,23.620062,23.400911,30.489492,73.524114,13.683077,0.328424,17.966899,6.550879,27.283636,8.203039,7.421495,10.368492,5.907655,7.795883,3.651812,7.93708,5.356973,0.795358,5.162853,4.070064,2.494125,4.154362,2.194336,2.639805,3.941991,1.529142,2.320682,3.152805,2.226405,2.538254,2.408253,2.538254,2.226405,3.152805,2.320682,1.529142,3.941991,2.639805,2.194336,4.154362,2.494125,4.070064,5.162853,0.795358,5.356973,7.93708,3.651812,7.795883,5.907655,10.368492,7.421495,8.203039,27.283636,6.550879,17.966899,0.328424,13.683077,73.524114,30.489492,23.400911,23.620062,15.495454,8.834979,walking
353.196078,20.365746,16.965846,26.115601,88.23452,70.902981,6.682866,18.638458,17.522301,34.88139,11.564205,2.77199,11.45747,5.123953,6.011666,5.612911,2.076047,3.600934,3.198239,1.081148,1.267343,2.453225,2.348852,0.926726,0.831281,1.830104,0.911762,0.981623,1.171559,0.60568,1.430493,1.548374,0.196951,1.548374,1.430493,0.60568,1.171559,0.981623,0.911762,1.830104,0.831281,0.926726,2.348852,2.453225,1.267343,1.081148,3.198239,3.600934,2.076047,5.612911,6.011666,5.123953,11.45747,2.77199,11.564205,34.88139,17.522301,18.638458,6.682866,70.902981,88.23452,26.115601,16.965846,20.365746,10.701469,walking
296.505423,30.8368,18.16801,4.247247,20.926066,78.242975,18.118947,10.389801,7.263372,13.790525,16.254843,6.464535,10.201658,6.100044,3.064384,2.637678,3.971721,6.262174,3.022953,3.0053,2.190984,1.83516,0.54071,0.526744,2.380989,2.599226,1.468302,1.453345,2.741701,2.5487,1.223882,1.127046,0.932588,1.127046,1.223882,2.5487,2.741701,1.453345,1.468302,2.599226,2.380989,0.526744,0.54071,1.83516,2.190984,3.0053,3.022953,6.262174,3.971721,2.637678,3.064384,6.100044,10.201658,6.464535,16.254843,13.790525,7.263372,10.389801,18.118947,78.242975,20.926066,4.247247,18.16801,30.8368,8.647118,walking
313.958572,13.132082,6.779774,48.506428,44.679879,37.56768,24.100205,22.90018,9.241389,21.627115,7.560602,4.310868,8.580339,2.848127,5.201201,4.070837,5.876596,1.239671,0.277219,3.478768,1.4949,2.443841,1.338448,2.846613,0.967376,2.693733,1.811048,1.298338,2.124302,1.609924,1.628862,1.096049,2.539962,1.096049,1.628862,1.609924,2.124302,1.298338,1.811048,2.693733,0.967376,2.846613,1.338448,2.443841,1.4949,3.478768,0.277219,1.239671,5.876596,4.070837,5.201201,2.848127,8.580339,4.310868,7.560602,21.627115,9.241389,22.90018,24.100205,37.56768,44.679879,48.506428,6.779774,13.132082,9.814408,walking
360.086296,16.778798,5.797003,40.607548,99.604923,47.781798,29.490767,2.964921,13.806965,4.083513,13.172986,5.330101,4.496328,1.786374,4.870966,2.480868,5.471593,2.689703,2.940148,0.350434,2.630837,2.917875,2.676814,2.368709,2.578093,0.662388,2.073331,2.109283,1.191579,2.246122,2.32277,1.079086,2.218653,1.079086,2.32277,2.246122,1.191579,2.109283,2.073331,0.662388,2.578093,2.368709,2.676814,2.917875,2.630837,0.350434,2.940148,2.689703,5.471593,2.480868,4.870966,1.786374,4.496328,5.330101,13.172986,4.083513,13.806965,2.964921,29.490767,47.781798,99.604923,40.607548,5.797003,16.778798,9.871722,walking
328.855035,21.236928,22.261774,21.493052,64.602322,73.375978,27.791202,21.884152,19.188427,23.611336,8.966937,1.919604,3.709487,9.89266,6.184402,6.828392,2.910975,7.060654,5.78652,3.899567,3.872937,4.129319,2.664955,3.435635,3.463436,2.159303,1.98231,2.596808,3.165653,1.499343,3.151602,2.796098,2.101644,2.796098,3.151602,1.499343,3.165653,2.596808,1.98231,2.159303,3.463436,3.435635,2.664955,4.129319,3.872937,3.899567,5.78652,7.060654,2.910975,6.828392,6.184402,9.89266,3.709487,1.919604,8.966937,23.611336,19.188427,21.884152,27.791202,73.375978,64.602322,21.493052,22.261774,21.236928,10.530307,walking
