@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
267.928325,23.984845,21.367573,52.812998,60.96671,13.034152,2.681457,2.835369,6.60305,6.126,6.553681,5.245511,2.329081,3.718196,1.82831,0.705048,1.735056,1.19281,2.742171,0.41687,1.121417,0.152163,0.580368,0.732265,1.772989,1.261201,0.889376,0.216716,0.311136,0.066539,0.881184,0.798934,1.293922,0.798934,0.881184,0.066539,0.311136,0.216716,0.889376,1.261201,1.772989,0.732265,0.580368,0.152163,1.121417,0.41687,2.742171,1.19281,1.735056,0.705048,1.82831,3.718196,2.329081,5.245511,6.553681,6.126,6.60305,2.835369,2.681457,13.034152,60.96671,52.812998,21.367573,23.984845,8.025183,walking
222.653766,30.319966,32.538658,24.057087,70.321799,15.421511,33.960133,7.17774,16.843521,1.701328,4.329379,3.421348,2.681542,3.679779,2.077855,2.621985,2.222523,1.593235,0.93991,1.348009,1.455714,1.495955,1.087158,0.751816,1.491496,0.814845,1.252512,1.201733,1.149566,1.004613,1.193845,1.198354,1.211431,1.198354,1.193845,1.004613,1.149566,1.201733,1.252512,0.814845,1.491496,0.751816,1.087158,1.495955,1.455714,1.348009,0.93991,1.593235,2.222523,2.621985,2.077855,3.679779,2.681542,3.421348,4.329379,1.701328,16.843521,7.17774,33.960133,15.421511,70.321799,24.057087,32.538658,30.319966,9.550588,walking
236.092419,16.835661,9.153748,41.01204,7.389358,36.890831,13.863695,12.573887,18.302016,9.044086,3.359815,2.412066,3.516248,4.881829,5.240334,0.990379,4.24738,2.710981,0.601929,1.700874,1.635311,2.123343,2.078079,1.075548,1.100106,1.563812,1.669184,1.210178,1.258553,1.746925,1.580425,1.259715,1.008897,1.259715,1.580425,1.746925,1.258553,1.210178,1.669184,1.563812,1.100106,1.075548,2.078079,2.123343,1.635311,1.700874,0.601929,2.710981,4.24738,0.990379,5.240334,4.881829,3.516248,2.412066,3.359815,9.044086,18.302016,12.573887,13.863695,36.890831,7.389358,41.01204,9.153748,16.835661,7.26186,walking
227.934801,9.710431,31.418731,59.639647,19.42022,19.715797,4.458782,27.021462,6.407188,5.448502,10.234191,3.626286,1.346203,3.513227,2.280227,2.384057,2.105504,3.166396,0.643796,1.338892,1.997188,0.41639,1.066393,1.689902,0.666516,0.795476,0.918959,0.757936,0.491248,0.514471,0.587924,0.454119,0.276144,0.454119,0.587924,0.514471,0.491248,0.757936,0.918959,0.795476,0.666516,1.689902,1.066393,0.41639,1.997188,1.338892,0.643796,3.166396,2.105504,2.384057,2.280227,3.513227,1.346203,3.626286,10.234191,5.448502,6.407188,27.021462,4.458782,19.715797,19.42022,59.639647,31.418731,9.710431,7.724659,walking
246.718415,18.024199,15.82975,42.341387,32.506167,21.512448,4.837413,19.971819,5.814355,0.47271,7.63748,5.950179,4.641567,2.954975,2.776603,1.181306,2.832284,0.426943,0.283839,1.292378,1.006566,0.786086,0.745934,1.544156,0.496998,0.599751,0.005761,0.372402,0.597229,0.326311,0.786688,0.13184,0.678939,0.13184,0.786688,0.326311,0.597229,0.372402,0.005761,0.599751,0.496998,1.544156,0.745934,0.786086,1.006566,1.292378,0.283839,0.426943,2.832284,1.181306,2.776603,2.954975,4.641567,5.950179,7.63748,0.47271,5.814355,19.971819,4.837413,21.512448,32.506167,42.341387,15.82975,18.024199,6.003456,walking
221.41268,4.060981,22.122402,19.278459,45.345978,23.913768,5.584432,34.349748,5.619833,4.706728,6.393716,2.887074,7.333384,3.347922,4.561623,1.283182,3.230149,0.941435,3.388909,3.446127,0.432277,0.77721,0.785859,1.439256,0.404174,1.209324,0.741623,0.050317,0.705852,1.144053,0.555114,0.264451,0.032479,0.264451,0.555114,1.144053,0.705852,0.050317,0.741623,1.209324,0.404174,1.439256,0.785859,0.77721,0.432277,3.446127,3.388909,0.941435,3.230149,1.283182,4.561623,3.347922,7.333384,2.887074,6.393716,4.706728,5.619833,34.349748,5.584432,23.913768,45.345978,19.278459,22.122402,4.060981,5.885745,walking
236.27957,4.138625,8.699686,37.051793,23.681286,22.602846,11.342066,7.191721,6.675735,2.286095,5.448847,2.75581,3.994922,3.956246,4.774953,1.687164,0.524827,1.894911,1.833918,1.535471,1.987182,1.590434,1.454061,1.279282,1.300719,1.259171,1.653004,1.144394,1.237548,1.324861,1.285308,1.305704,1.25403,1.305704,1.285308,1.324861,1.237548,1.144394,1.653004,1.259171,1.300719,1.279282,1.454061,1.590434,1.987182,1.535471,1.833918,1.894911,0.524827,1.687164,4.774953,3.956246,3.994922,2.75581,5.448847,2.286095,6.675735,7.191721,11.342066,22.602846,23.681286,37.051793,8.699686,4.138625,6.18284,walking
277.284336,5.432367,19.144248,40.55179,61.786745,25.780422,11.511041,12.618498,2.904439,4.635696,7.436631,0.273449,3.55542,2.717496,1.274678,0.628088,0.526359,1.955882,0.538494,1.770253,1.229694,0.465417,0.957223,0.519842,0.728034,0.481924,0.116177,0.512208,0.198352,0.423501,0.301784,0.256723,0.492068,0.256723,0.301784,0.423501,0.198352,0.512208,0.116177,0.481924,0.728034,0.519842,0.957223,0.465417,1.229694,1.770253,0.538494,1.955882,0.526359,0.628088,1.274678,2.717496,3.55542,0.273449,7.436631,4.635696,2.904439,12.618498,11.511041,25.780422,61.786745,40.55179,19.144248,5.432367,7.910962,walking
257.591652,5.085094,13.531636,71.475833,4.480357,7.492353,10.030317,7.237162,10.358464,7.096906,10.300402,8.527399,0.537439,3.112665,2.790005,1.132195,2.690628,2.263942,3.172588,3.253814,2.72176,3.390918,3.371568,2.465716,2.657841,2.858367,2.15629,1.940109,1.652678,1.316225,1.078664,0.889815,0.742089,0.889815,1.078664,1.316225,1.652678,1.940109,2.15629,2.858367,2.657841,2.465716,3.371568,3.390918,2.72176,3.253814,3.172588,2.263942,2.690628,1.132195,2.790005,3.112665,0.537439,8.527399,10.300402,7.096906,10.358464,7.237162,10.030317,7.492353,4.480357,71.475833,13.531636,5.085094,7.165954,walking
289.900348,8.832387,40.416092,75.108469,24.758356,39.5128,6.414838,9.701456,3.690273,7.514499,13.013121,8.555589,7.38912,2.50863,2.627478,1.184199,3.742777,4.104965,1.483273,2.768416,1.852829,1.136109,1.863667,2.324075,1.369462,2.312249,1.046596,1.666738,1.601865,1.859198,1.225944,1.88523,1.37448,1.88523,1.225944,1.859198,1.601865,1.666738,1.046596,2.312249,1.369462,2.324075,1.863667,1.136109,1.852829,2.768416,1.483273,4.104965,3.742777,1.184199,2.627478,2.50863,7.38912,8.555589,13.013121,7.514499,3.690273,9.701456,6.414838,39.5128,24.758356,75.108469,40.416092,8.832387,9.402213,walking
196.297651,16.274578,25.424696,18.15685,6.532304,6.845923,8.658517,7.011156,6.38285,5.643014,3.630822,3.769926,3.510341,3.341184,3.959736,1.683461,1.671235,0.880449,0.524243,0.787079,0.950981,0.658521,1.50422,1.367863,1.312097,1.53299,1.528198,1.530435,1.204699,1.113107,0.968817,0.821772,0.944561,0.821772,0.968817,1.113107,1.204699,1.530435,1.528198,1.53299,1.312097,1.367863,1.50422,0.658521,0.950981,0.787079,0.524243,0.880449,1.671235,1.683461,3.959736,3.341184,3.510341,3.769926,3.630822,5.643014,6.38285,7.011156,8.658517,6.845923,6.532304,18.15685,25.424696,16.274578,4.204534,walking
83.144877,3.393036,27.368087,5.742956,1.230903,4.977019,4.731273,1.677023,3.410618,2.930504,1.111203,0.86192,1.205477,1.722213,0.215319,0.668508,0.949068,0.306054,0.537244,1.096909,0.911309,0.567971,0.792941,0.757546,0.584742,0.650681,0.517503,0.49947,0.553293,0.48663,0.489782,0.517669,0.425561,0.517669,0.489782,0.48663,0.553293,0.49947,0.517503,0.650681,0.584742,0.757546,0.792941,0.567971,0.911309,1.096909,0.537244,0.306054,0.949068,0.668508,0.215319,1.722213,1.205477,0.86192,1.111203,2.930504,3.410618,1.677023,4.731273,4.977019,1.230903,5.742956,27.368087,3.393036,2.537527,walking
54.430039,2.107718,7.377873,6.508257,5.921441,5.129951,0.932498,1.228628,0.551408,1.451594,0.851705,0.488065,0.536086,0.836904,0.471616,0.141609,0.313615,0.628282,0.401009,0.382073,0.250208,0.182169,0.278638,0.275798,0.307025,0.345527,0.265089,0.26309,0.183042,0.114531,0.211171,0.290226,0.210268,0.290226,0.211171,0.114531,0.183042,0.26309,0.265089,0.345527,0.307025,0.275798,0.278638,0.182169,0.250208,0.382073,0.401009,0.628282,0.313615,0.141609,0.471616,0.836904,0.536086,0.488065,0.851705,1.451594,0.551408,1.228628,0.932498,5.129951,5.921441,6.508257,7.377873,2.107718,1.366055,walking
47.28073,5.901558,8.92187,5.370648,2.446622,6.195678,3.291956,1.914109,0.603335,0.871719,0.764196,0.596857,0.881594,0.837326,1.006107,1.395248,1.053875,0.872083,0.714017,0.523935,0.531724,0.368625,0.249822,0.244975,0.332669,0.259887,0.174111,0.202933,0.207075,0.177969,0.089043,0.080928,0.116285,0.080928,0.089043,0.177969,0.207075,0.202933,0.174111,0.259887,0.332669,0.244975,0.249822,0.368625,0.531724,0.523935,0.714017,0.872083,1.053875,1.395248,1.006107,0.837326,0.881594,0.596857,0.764196,0.871719,0.603335,1.914109,3.291956,6.195678,2.446622,5.370648,8.92187,5.901558,1.27879,walking
41.791085,2.65869,10.346347,4.703188,2.662437,2.072577,2.107256,1.445063,1.640795,0.908464,1.097631,0.991714,0.735467,0.603516,0.387266,0.378157,0.625073,0.266274,0.542666,0.265784,0.533799,0.309219,0.389583,0.29935,0.380206,0.308769,0.419273,0.256614,0.415126,0.262912,0.385587,0.261902,0.375006,0.261902,0.385587,0.262912,0.415126,0.256614,0.419273,0.308769,0.380206,0.29935,0.389583,0.309219,0.533799,0.265784,0.542666,0.266274,0.625073,0.378157,0.387266,0.603516,0.735467,0.991714,1.097631,0.908464,1.640795,1.445063,2.107256,2.072577,2.662437,4.703188,10.346347,2.65869,1.03454,walking
69.534176,27.440595,19.296421,11.828496,12.438004,7.437366,1.563246,3.815062,4.751862,2.33247,4.042343,2.722785,1.342655,2.312055,1.313047,1.963393,3.074951,2.026022,0.76295,1.641419,1.781601,1.414723,1.313011,1.055459,1.13369,1.365304,1.27794,1.163556,1.214825,1.250331,1.476603,1.282423,1.098688,1.282423,1.476603,1.250331,1.214825,1.163556,1.27794,1.365304,1.13369,1.055459,1.313011,1.414723,1.781601,1.641419,0.76295,2.026022,3.074951,1.963393,1.313047,2.312055,1.342655,2.722785,4.042343,2.33247,4.751862,3.815062,1.563246,7.437366,12.438004,11.828496,19.296421,27.440595,3.428375,walking
58.462287,18.478538,15.075526,7.291556,8.199362,5.469627,7.908364,4.315496,5.928303,8.155963,3.698649,1.00339,0.77812,1.794197,6.020256,2.890471,3.251302,2.825576,0.944305,1.618366,1.813332,2.277493,1.33795,1.597501,1.405995,1.509208,2.386845,1.601223,1.33509,1.341644,1.186145,1.487345,1.701828,1.487345,1.186145,1.341644,1.33509,1.601223,2.386845,1.509208,1.405995,1.597501,1.33795,2.277493,1.813332,1.618366,0.944305,2.825576,3.251302,2.890471,6.020256,1.794197,0.77812,1.00339,3.698649,8.155963,5.928303,4.315496,7.908364,5.469627,8.199362,7.291556,15.075526,18.478538,3.26668,walking
27.180489,3.802312,3.213017,1.438083,4.853259,4.200619,1.511999,1.417072,0.968109,1.55873,1.554175,0.840549,0.368345,0.596645,0.328471,0.679196,0.390949,0.704752,0.491472,0.232826,0.337525,0.241065,0.150489,0.384394,0.177771,0.225445,0.187112,0.219795,0.282298,0.236414,0.247009,0.17322,0.116379,0.17322,0.247009,0.236414,0.282298,0.219795,0.187112,0.225445,0.177771,0.384394,0.150489,0.241065,0.337525,0.232826,0.491472,0.704752,0.390949,0.679196,0.328471,0.596645,0.368345,0.840549,1.554175,1.55873,0.968109,1.417072,1.511999,4.200619,4.853259,1.438083,3.213017,3.802312,1.013023,walking
30.972356,9.145966,5.887718,5.85109,5.058131,4.761517,3.173192,1.236904,2.491721,3.086708,2.434312,2.35696,1.484425,1.830781,1.059941,0.72131,0.377946,0.738522,0.711594,1.088735,0.690705,0.826244,0.777304,0.740519,0.256029,0.51779,0.243268,0.105118,0.27483,0.302502,0.065063,0.191975,0.278153,0.191975,0.065063,0.302502,0.27483,0.105118,0.243268,0.51779,0.256029,0.740519,0.777304,0.826244,0.690705,1.088735,0.711594,0.738522,0.377946,0.72131,1.059941,1.830781,1.484425,2.35696,2.434312,3.086708,2.491721,1.236904,3.173192,4.761517,5.058131,5.85109,5.887718,9.145966,1.728856,walking
23.555938,3.385102,1.265707,1.426753,2.648699,4.653096,1.887182,0.248227,1.220428,0.948197,0.192669,0.355923,0.241404,0.132999,0.290217,0.242183,0.290144,0.0802,0.124196,0.273699,0.153715,0.101009,0.135109,0.155059,0.059873,0.057515,0.167642,0.100532,0.106877,0.068518,0.179294,0.077688,0.11416,0.077688,0.179294,0.068518,0.106877,0.100532,0.167642,0.057515,0.059873,0.155059,0.135109,0.101009,0.153715,0.273699,0.124196,0.0802,0.290144,0.242183,0.290217,0.132999,0.241404,0.355923,0.192669,0.948197,1.220428,0.248227,1.887182,4.653096,2.648699,1.426753,1.265707,3.385102,0.729416,walking
19.931988,2.132829,1.343806,1.050588,1.067951,4.627343,1.242854,1.747739,1.040981,0.840324,0.536609,0.433495,0.506022,0.44247,0.586649,0.333806,0.352832,0.292125,0.329733,0.298461,0.315393,0.34125,0.342249,0.343414,0.304475,0.275508,0.327746,0.335383,0.335097,0.328408,0.340754,0.333497,0.320096,0.333497,0.340754,0.328408,0.335097,0.335383,0.327746,0.275508,0.304475,0.343414,0.342249,0.34125,0.315393,0.298461,0.329733,0.292125,0.352832,0.333806,0.586649,0.44247,0.506022,0.433495,0.536609,0.840324,1.040981,1.747739,1.242854,4.627343,1.067951,1.050588,1.343806,2.132829,0.647715,walking
18.072606,0.527279,1.307374,1.152946,1.758519,2.80585,2.150573,1.11802,0.614411,0.473285,0.806102,0.219843,0.130479,0.436876,0.250322,0.277896,0.16711,0.213527,0.167858,0.175478,0.190694,0.171917,0.115602,0.152918,0.133007,0.115251,0.163652,0.104376,0.131285,0.095965,0.123949,0.143652,0.13205,0.143652,0.123949,0.095965,0.131285,0.104376,0.163652,0.115251,0.133007,0.152918,0.115602,0.171917,0.190694,0.175478,0.167858,0.213527,0.16711,0.277896,0.250322,0.436876,0.130479,0.219843,0.806102,0.473285,0.614411,1.11802,2.150573,2.80585,1.758519,1.152946,1.307374,0.527279,0.461853,walking
20.494867,3.154707,0.645604,1.064719,3.193704,2.87237,0.660901,0.407022,0.194212,1.277132,0.570506,0.182705,0.153787,0.648786,0.169626,0.16171,0.259308,0.248199,0.142126,0.096394,0.148473,0.201671,0.125738,0.07951,0.140029,0.070767,0.098544,0.068073,0.116226,0.043971,0.05626,0.124354,0.013552,0.124354,0.05626,0.043971,0.116226,0.068073,0.098544,0.070767,0.140029,0.07951,0.125738,0.201671,0.148473,0.096394,0.142126,0.248199,0.259308,0.16171,0.169626,0.648786,0.153787,0.182705,0.570506,1.277132,0.194212,0.407022,0.660901,2.87237,3.193704,1.064719,0.645604,3.154707,0.570006,walking
19.483734,2.168379,1.248319,1.224206,3.144053,3.684255,0.876267,0.918671,1.043855,0.527065,0.445336,0.31995,0.389459,0.283959,0.331039,0.352685,0.247509,0.354717,0.155887,0.285037,0.165613,0.200265,0.259925,0.204497,0.183002,0.151715,0.169374,0.182012,0.200626,0.224916,0.157032,0.180662,0.132677,0.180662,0.157032,0.224916,0.200626,0.182012,0.169374,0.151715,0.183002,0.204497,0.259925,0.200265,0.165613,0.285037,0.155887,0.354717,0.247509,0.352685,0.331039,0.283959,0.389459,0.31995,0.445336,0.527065,1.043855,0.918671,0.876267,3.684255,3.144053,1.224206,1.248319,2.168379,0.602972,walking
19.000832,1.492849,0.69097,1.851476,2.810771,2.94651,1.684332,0.499006,0.647736,0.3447,0.506742,0.39459,0.406157,0.302451,0.150776,0.270697,0.181827,0.251585,0.134385,0.138886,0.240201,0.081071,0.179244,0.137802,0.119247,0.134978,0.119037,0.152692,0.112921,0.106419,0.112314,0.118865,0.137072,0.118865,0.112314,0.106419,0.112921,0.152692,0.119037,0.134978,0.119247,0.137802,0.179244,0.081071,0.240201,0.138886,0.134385,0.251585,0.181827,0.270697,0.150776,0.302451,0.406157,0.39459,0.506742,0.3447,0.647736,0.499006,1.684332,2.94651,2.810771,1.851476,0.69097,1.492849,0.529519,walking
18.856205,2.596605,0.126042,0.992271,1.979432,3.753751,0.76528,1.147918,1.167743,1.002723,0.366636,0.527057,0.352762,0.234384,0.134809,0.2597,0.25874,0.101428,0.13939,0.117463,0.196234,0.096855,0.094646,0.207281,0.173288,0.065644,0.144604,0.165082,0.127525,0.099388,0.14253,0.131407,0.086113,0.131407,0.14253,0.099388,0.127525,0.165082,0.144604,0.065644,0.173288,0.207281,0.094646,0.096855,0.196234,0.117463,0.13939,0.101428,0.25874,0.2597,0.134809,0.234384,0.352762,0.527057,0.366636,1.002723,1.167743,1.147918,0.76528,3.753751,1.979432,0.992271,0.126042,2.596605,0.545652,walking
20.017137,2.914543,1.935037,1.910702,0.563549,3.823373,1.232276,1.178386,0.426459,1.104683,0.74644,0.448895,0.514855,0.537709,0.694235,0.337109,0.354322,0.397253,0.239848,0.280512,0.326959,0.345262,0.315368,0.363096,0.302969,0.244771,0.257761,0.30397,0.266403,0.258462,0.293439,0.26897,0.254197,0.26897,0.293439,0.258462,0.266403,0.30397,0.257761,0.244771,0.302969,0.363096,0.315368,0.345262,0.326959,0.280512,0.239848,0.397253,0.354322,0.337109,0.694235,0.537709,0.514855,0.448895,0.74644,1.104683,0.426459,1.178386,1.232276,3.823373,0.563549,1.910702,1.935037,2.914543,0.595765,walking
19.571817,1.796895,2.803644,1.402515,1.138652,3.994825,0.539508,0.836431,0.160014,0.360843,0.746635,0.158316,0.450621,0.253522,0.124307,0.323399,0.370957,0.193936,0.207636,0.106621,0.101733,0.177326,0.15751,0.185855,0.112902,0.06105,0.135309,0.101735,0.176056,0.145238,0.113462,0.148621,0.057149,0.148621,0.113462,0.145238,0.176056,0.101735,0.135309,0.06105,0.112902,0.185855,0.15751,0.177326,0.101733,0.106621,0.207636,0.193936,0.370957,0.323399,0.124307,0.253522,0.450621,0.158316,0.746635,0.360843,0.160014,0.836431,0.539508,3.994825,1.138652,1.402515,2.803644,1.796895,0.613517,walking
16.192459,2.584385,1.387399,1.445837,2.221425,1.934859,0.601236,0.085075,0.625276,0.275849,0.252018,0.22194,0.123722,0.171382,0.070904,0.111246,0.043317,0.033486,0.076183,0.052896,0.028136,0.052171,0.021221,0.033439,0.024433,0.044081,0.040021,0.042688,0.003296,0.027989,0.034009,0.027399,0.032225,0.027399,0.034009,0.027989,0.003296,0.042688,0.040021,0.044081,0.024433,0.033439,0.021221,0.052171,0.028136,0.052896,0.076183,0.033486,0.043317,0.111246,0.070904,0.171382,0.123722,0.22194,0.252018,0.275849,0.625276,0.085075,0.601236,1.934859,2.221425,1.445837,1.387399,2.584385,0.476624,walking
14.231567,1.722517,1.363835,1.679617,1.820833,1.392061,0.83978,0.615824,0.683498,0.110782,0.104842,0.033549,0.079667,0.112065,0.078092,0.113787,0.118135,0.039294,0.053399,0.082217,0.0803,0.028114,0.088844,0.069223,0.01179,0.076412,0.051102,0.049472,0.045049,0.053902,0.062425,0.033904,0.074845,0.033904,0.062425,0.053902,0.045049,0.049472,0.051102,0.076412,0.01179,0.069223,0.088844,0.028114,0.0803,0.082217,0.053399,0.039294,0.118135,0.113787,0.078092,0.112065,0.079667,0.033549,0.104842,0.110782,0.683498,0.615824,0.83978,1.392061,1.820833,1.679617,1.363835,1.722517,0.433014,walking
12.580317,2.275292,1.117669,1.74222,1.374489,1.067837,0.463023,0.522373,0.270137,0.220714,0.177863,0.068753,0.159558,0.080043,0.115536,0.047514,0.053912,0.032822,0.038536,0.057078,0.022304,0.038807,0.013841,0.005557,0.014427,0.022847,0.007383,0.009974,0.014819,0.00598,0.028989,0.011856,0.041788,0.011856,0.028989,0.00598,0.014819,0.009974,0.007383,0.022847,0.014427,0.005557,0.013841,0.038807,0.022304,0.057078,0.038536,0.032822,0.053912,0.047514,0.115536,0.080043,0.159558,0.068753,0.177863,0.220714,0.270137,0.522373,0.463023,1.067837,1.374489,1.74222,1.117669,2.275292,0.419276,walking
10.613484,1.883508,0.957214,1.530942,1.199137,0.720967,0.474704,0.467543,0.383375,0.481926,0.251525,0.241206,0.223783,0.071359,0.016975,0.204327,0.168668,0.210777,0.196038,0.156753,0.153444,0.130538,0.127189,0.14887,0.154412,0.109324,0.10183,0.075073,0.062867,0.022896,0.046426,0.038215,0.041858,0.038215,0.046426,0.022896,0.062867,0.075073,0.10183,0.109324,0.154412,0.14887,0.127189,0.130538,0.153444,0.156753,0.196038,0.210777,0.168668,0.204327,0.016975,0.071359,0.223783,0.241206,0.251525,0.481926,0.383375,0.467543,0.474704,0.720967,1.199137,1.530942,0.957214,1.883508,0.377457,walking
12.674396,2.335243,2.430654,0.714195,1.045009,0.658718,1.25499,2.814549,0.141136,0.747303,0.129951,0.118177,0.79979,0.104529,0.101361,0.170832,0.222585,0.246166,0.20208,0.285294,0.046567,0.1576,0.134876,0.188164,0.168445,0.104707,0.104151,0.091748,0.123326,0.110944,0.121824,0.112106,0.107695,0.112106,0.121824,0.110944,0.123326,0.091748,0.104151,0.104707,0.168445,0.188164,0.134876,0.1576,0.046567,0.285294,0.20208,0.246166,0.222585,0.170832,0.101361,0.104529,0.79979,0.118177,0.129951,0.747303,0.141136,2.814549,1.25499,0.658718,1.045009,0.714195,2.430654,2.335243,0.516506,walking
13.558367,1.276953,1.554765,1.07165,0.745047,0.551937,0.632542,0.983153,1.543395,1.803995,0.892758,0.482392,0.580789,0.652879,0.789299,0.868275,0.624616,0.471946,0.430313,0.37773,0.324659,0.278532,0.197805,0.233686,0.110248,0.152871,0.112567,0.091192,0.008318,0.042913,0.031196,0.026347,0.014306,0.026347,0.031196,0.042913,0.008318,0.091192,0.112567,0.152871,0.110248,0.233686,0.197805,0.278532,0.324659,0.37773,0.430313,0.471946,0.624616,0.868275,0.789299,0.652879,0.580789,0.482392,0.892758,1.803995,1.543395,0.983153,0.632542,0.551937,0.745047,1.07165,1.554765,1.276953,0.584283,walking
12.981646,0.766552,0.995125,1.398695,1.050163,0.943546,1.257012,1.835156,1.01349,0.557645,1.086347,0.34502,0.212498,0.240272,0.459042,0.101908,0.397853,0.117968,0.390396,0.112725,0.100872,0.192333,0.063498,0.179325,0.148506,0.092057,0.135433,0.123564,0.034297,0.144377,0.128647,0.07152,0.163497,0.07152,0.128647,0.144377,0.034297,0.123564,0.135433,0.092057,0.148506,0.179325,0.063498,0.192333,0.100872,0.112725,0.390396,0.117968,0.397853,0.101908,0.459042,0.240272,0.212498,0.34502,1.086347,0.557645,1.01349,1.835156,1.257012,0.943546,1.050163,1.398695,0.995125,0.766552,0.403096,walking
14.842845,3.758469,0.661107,1.651837,2.901912,1.855561,0.121212,0.434431,0.661004,0.604755,0.245769,0.321531,0.186437,0.114777,0.167918,0.083201,0.189445,0.157997,0.045184,0.06615,0.047136,0.118712,0.090221,0.05996,0.04964,0.058547,0.067774,0.028063,0.027944,0.04061,0.045577,0.012644,0.009786,0.012644,0.045577,0.04061,0.027944,0.028063,0.067774,0.058547,0.04964,0.05996,0.090221,0.118712,0.047136,0.06615,0.045184,0.157997,0.189445,0.083201,0.167918,0.114777,0.186437,0.321531,0.245769,0.604755,0.661004,0.434431,0.121212,1.855561,2.901912,1.651837,0.661107,3.758469,0.508991,walking
18.252415,2.693783,1.664667,2.094278,3.202415,2.530778,0.313067,1.171368,0.413183,0.380546,0.141082,0.248682,0.28433,0.11312,0.075184,0.135348,0.091054,0.081684,0.086359,0.026883,0.073077,0.034443,0.037948,0.079485,0.050644,0.019466,0.049476,0.034021,0.023267,0.03424,0.033148,0.037083,0.07282,0.037083,0.033148,0.03424,0.023267,0.034021,0.049476,0.019466,0.050644,0.079485,0.037948,0.034443,0.073077,0.026883,0.086359,0.081684,0.091054,0.135348,0.075184,0.11312,0.28433,0.248682,0.141082,0.380546,0.413183,1.171368,0.313067,2.530778,3.202415,2.094278,1.664667,2.693783,0.631137,walking
19.867898,2.90582,0.951139,1.762291,3.270019,1.630739,1.677215,0.418803,1.337255,0.402092,0.525448,0.291479,0.409405,0.327277,0.177316,0.303774,0.282075,0.272806,0.234584,0.097206,0.169892,0.169644,0.147875,0.154416,0.167977,0.184214,0.179806,0.098691,0.186148,0.119362,0.168587,0.153661,0.098771,0.153661,0.168587,0.119362,0.186148,0.098691,0.179806,0.184214,0.167977,0.154416,0.147875,0.169644,0.169892,0.097206,0.234584,0.272806,0.282075,0.303774,0.177316,0.327277,0.409405,0.291479,0.525448,0.402092,1.337255,0.418803,1.677215,1.630739,3.270019,1.762291,0.951139,2.90582,0.530176,walking
19.729188,3.409888,0.256879,2.481688,4.118615,2.705606,0.781997,1.320781,0.50758,0.913602,0.535158,0.330322,0.460815,0.155456,0.561555,0.308435,0.461062,0.329837,0.477545,0.293229,0.2692,0.169658,0.109333,0.21399,0.06873,0.153257,0.147771,0.257105,0.23083,0.178611,0.15952,0.174803,0.221194,0.174803,0.15952,0.178611,0.23083,0.257105,0.147771,0.153257,0.06873,0.21399,0.109333,0.169658,0.2692,0.293229,0.477545,0.329837,0.461062,0.308435,0.561555,0.155456,0.460815,0.330322,0.535158,0.913602,0.50758,1.320781,0.781997,2.705606,4.118615,2.481688,0.256879,3.409888,0.61931,walking
